Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
C,9977995,1,49.0,1,Consultant,250>x>50,Consumer Industries
B,9978451,1,419.49,1,Investor/Shareholder,250>x>50,Service Industries
C,9978505,1,68.64,1,Customer,250>x>50,Service Industries
C,9978961,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9978989,1,419.49,1,Customer,>250,Energy and Natural Resources
B,9979154,1,800.0,1,Consultant,>250,Financial Services
C,9979384,1,419.49,1,Prospective Customer,<50,Discrete Industries
C,9978007,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9979507,1,137.29,1,Customer,<50,Service Industries
B,9978475,1,431.1,1,Consultant,250>x>50,Service Industries
B,9979089,1,419.49,1,Customer,>250,Financial Services
C,9978344,1,489.17,1,Customer,250>x>50,Consumer Industries
B,9978809,1,590.07,1,Customer,>250,Service Industries
C,9978996,1,250.0,1,Customer,>250,Energy and Natural Resources
C,9979239,1,419.49,1,Consultant,<50,Discrete Industries
B,9979349,1,3600.0,1,Consultant,<50,Discrete Industries
C,9978067,1,96.77,1,Press/Analyst,250>x>50,Consumer Industries
C,9978251,1,210.67,1,Customer,250>x>50,Consumer Industries
B,9978569,1,419.49,1,Customer,250>x>50,Service Industries
B,9978771,1,528.81,1,Prospective Customer,250>x>50,Service Industries
C,9977952,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978663,1,244.07,1,Customer,250>x>50,Service Industries
B,9978712,1,419.49,1,Customer,250>x>50,Service Industries
C,9978934,1,250.0,1,Customer,>250,Energy and Natural Resources
C,9979391,1,48.36,1,Customer,<50,Discrete Industries
C,9978002,1,479.0,1,Customer,250>x>50,Consumer Industries
A,9978503,1,1170.0,1,Customer,250>x>50,Service Industries
C,9978650,1,241.8,1,Customer,250>x>50,Service Industries
C,9978859,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979220,1,468.18,1,Consultant,<50,Discrete Industries
C,9979463,1,588.0,1,Consultant,<50,Service Industries
C,9978035,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978929,1,62.67,1,Customer,>250,Energy and Natural Resources
B,9979171,1,588.0,1,Consultant,>250,Financial Services
C,9979504,1,419.49,1,Customer,<50,Service Industries
C,9978203,1,45.76,1,Prospective Customer,250>x>50,Consumer Industries
B,9978566,1,468.18,1,Consultant,250>x>50,Service Industries
C,9978817,1,419.49,1,Customer,>250,Energy and Natural Resources
A,9979004,1,3600.0,1,Customer,>250,Energy and Natural Resources
C,9978585,1,135.1,1,Prospective Customer,250>x>50,Service Industries
C,9978856,1,405.0,1,Customer,>250,Energy and Natural Resources
B,9979060,1,419.49,1,Customer,>250,Financial Services
B,9979108,1,391.72,1,Customer,>250,Financial Services
B,9979179,1,377.54,1,Customer,>250,Financial Services
B,9978410,1,405.74,1,Customer,250>x>50,Service Industries
C,9978473,1,60.0,1,Customer,250>x>50,Service Industries
C,9978669,1,18.58,1,Customer,250>x>50,Service Industries
A,9978916,1,5915.6,1,Customer,>250,Energy and Natural Resources
C,9978068,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978375,1,92.35,1,Customer,250>x>50,Service Industries
C,9978628,1,92.35,1,Customer,250>x>50,Service Industries
C,9979126,1,15.0,1,Customer,>250,Financial Services
C,9979178,1,19.5,1,Customer,>250,Financial Services
B,9978474,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9978536,1,38.14,1,Consultant,250>x>50,Service Industries
C,9979290,1,39.0,1,Customer,<50,Discrete Industries
C,9979355,1,121.71,1,Customer,<50,Discrete Industries
C,9977907,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9977912,1,431.1,1,Customer,250>x>50,Consumer Industries
C,9978231,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
A,9978408,1,1410.97,1,Customer,250>x>50,Service Industries
A,9979158,1,3433.9,1,Customer,>250,Financial Services
C,9979213,1,453.81,1,Customer,>250,Energy and Natural Resources
C,9979510,1,176.92,1,Prospective Customer,<50,Service Industries
B,40,1,1357.63,1,Prospective Customer,250>x>50,Discrete Industries
C,41,1,549.15,1,Prospective Customer,250>x>50,Discrete Industries
A,9977896,1,11949.67,1,Customer,250>x>50,Consumer Industries
C,9978276,1,68.64,1,Consultant,250>x>50,Consumer Industries
C,9978374,1,755.08,1,Press/Analyst,250>x>50,Consumer Industries
C,9978507,1,298.01,1,Customer,250>x>50,Service Industries
C,9978522,1,179.0,1,Prospective Customer,250>x>50,Service Industries
B,9978577,1,588.08,1,Consultant,250>x>50,Service Industries
B,9978595,1,419.49,1,Customer,250>x>50,Service Industries
B,9978664,1,419.49,1,Customer,250>x>50,Service Industries
C,9978687,1,48.34,1,Customer,250>x>50,Service Industries
C,9979071,1,11.54,1,Customer,>250,Financial Services
B,9979189,1,451.01,1,Customer,>250,Financial Services
A,9979286,1,9023.73,1,Customer,<50,Discrete Industries
C,9979394,1,250.0,1,Customer,<50,Discrete Industries
C,9978175,1,450.0,1,Customer,250>x>50,Consumer Industries
C,9978236,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978332,1,136.0,1,Customer,250>x>50,Consumer Industries
B,9978547,1,419.49,1,Customer,250>x>50,Service Industries
B,9978611,1,675.0,1,Consultant,250>x>50,Service Industries
C,9978793,1,147.0,1,Customer,250>x>50,Service Industries
C,9978833,1,39.0,1,Prospective Customer,>250,Energy and Natural Resources
C,9978945,1,479.0,1,Customer,>250,Energy and Natural Resources
C,9979243,1,377.54,1,Customer,<50,Discrete Industries
C,9978180,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978258,1,198.0,1,Consultant,250>x>50,Consumer Industries
C,9978309,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978506,1,60.0,1,Prospective Customer,250>x>50,Service Industries
B,9978584,1,419.49,1,Customer,250>x>50,Service Industries
B,9978751,1,419.49,1,Customer,250>x>50,Service Industries
C,9979265,1,49.0,1,Consultant,<50,Discrete Industries
C,9979305,1,1114.84,1,Consultant,<50,Discrete Industries
C,9979444,1,419.49,1,Customer,<50,Discrete Industries
C,9977933,1,278.71,1,Consultant,250>x>50,Consumer Industries
B,9978688,1,419.49,1,Customer,250>x>50,Service Industries
C,9978723,1,170.0,1,Customer,250>x>50,Service Industries
C,9978992,1,419.49,1,Customer,>250,Energy and Natural Resources
B,28,1,419.49,1,Customer,250>x>50,Service Industries
C,9978417,1,49.0,1,Prospective Customer,250>x>50,Service Industries
C,9978556,1,225.0,1,Customer,250>x>50,Service Industries
C,9979256,1,419.49,1,Customer,<50,Discrete Industries
C,9979511,1,45.14,1,Customer,<50,Service Industries
C,29,1,45.76,1,Customer,<50,Consumer Industries
C,9977989,1,32.95,1,Prospective Customer,250>x>50,Consumer Industries
C,9978269,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978323,1,48.33,1,Prospective Customer,250>x>50,Consumer Industries
B,9978567,1,870.49,1,Prospective Customer,250>x>50,Service Industries
B,9978733,1,419.49,1,Customer,250>x>50,Service Industries
A,9979194,1,2815.86,1,Customer,>250,Financial Services
C,9979343,1,45.14,1,Customer,<50,Discrete Industries
B,30,1,2250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9977953,1,40.34,1,Customer,250>x>50,Consumer Industries
C,9977978,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978387,1,419.49,1,Customer,250>x>50,Service Industries
C,9979203,1,49.0,1,Consultant,>250,Energy and Natural Resources
C,32,1,37.5,1,Prospective Customer,250>x>50,Public Services
C,9978150,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978230,1,419.77,1,Customer,250>x>50,Consumer Industries
C,9978259,1,448.78,1,Customer,250>x>50,Consumer Industries
C,9978338,1,49.58,1,Customer,250>x>50,Consumer Industries
B,9978630,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9978647,1,33.23,1,Consultant,250>x>50,Service Industries
B,9978662,1,419.49,1,Customer,250>x>50,Service Industries
B,9978779,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9979006,1,162.02,1,Investor/Shareholder,>250,Energy and Natural Resources
C,9979153,1,18.53,1,Customer,>250,Financial Services
B,9979176,1,755.08,1,Customer,>250,Financial Services
C,9979488,1,236.07,1,Customer,<50,Service Industries
C,34,1,419.49,1,Prospective Customer,250>x>50,Public Services
C,9977955,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978166,1,319.03,1,Prospective Customer,250>x>50,Consumer Industries
C,9978204,1,100.0,1,Customer,250>x>50,Consumer Industries
C,9978608,1,45.76,1,Prospective Customer,250>x>50,Service Industries
C,9978792,1,39.0,1,Customer,250>x>50,Service Industries
C,9979428,1,49.0,1,Consultant,<50,Discrete Industries
C,33,1,60.0,1,Prospective Customer,250>x>50,Public Services
C,9977937,1,532.84,1,Customer,250>x>50,Consumer Industries
C,9978137,1,97.91,1,Consultant,250>x>50,Consumer Industries
C,9978289,1,264.41,1,Customer,250>x>50,Consumer Industries
B,9978355,1,1533.75,1,Customer,250>x>50,Consumer Industries
C,9978401,1,250.0,1,Consultant,250>x>50,Service Industries
B,9978445,1,433.79,1,Customer,250>x>50,Service Industries
C,9978642,1,18.19,1,Prospective Customer,250>x>50,Service Industries
C,9978889,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9978919,1,160.17,1,Customer,>250,Energy and Natural Resources
C,9978937,1,479.0,1,Customer,>250,Energy and Natural Resources
C,9978964,1,60.06,1,Consultant,>250,Energy and Natural Resources
B,9979137,1,431.1,1,Investor/Shareholder,>250,Financial Services
C,9979310,1,100.0,1,Customer,<50,Discrete Industries
C,9979406,1,419.49,1,Customer,<50,Discrete Industries
C,9979447,1,419.49,1,Consultant,<50,Discrete Industries
C,36,1,419.49,1,Prospective Customer,250>x>50,Public Services
C,9977979,1,147.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9977988,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9979146,1,250.0,1,Customer,>250,Financial Services
C,9979270,1,419.49,1,Consultant,<50,Discrete Industries
C,9979471,1,61.02,1,Customer,<50,Service Industries
B,37,1,419.49,1,Customer,250>x>50,Service Industries
A,39,1,3203.39,1,Prospective Customer,250>x>50,Discrete Industries
C,9978000,1,112.82,1,Customer,250>x>50,Consumer Industries
C,9978152,1,32.95,1,Consultant,250>x>50,Consumer Industries
A,9978181,1,6345.76,1,Customer,250>x>50,Consumer Industries
C,9978273,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978359,1,588.0,1,Consultant,250>x>50,Consumer Industries
A,9978367,1,7374.84,1,Customer,250>x>50,Consumer Industries
C,9978557,1,147.0,1,Consultant,250>x>50,Service Industries
B,9978681,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978760,1,419.49,1,Customer,250>x>50,Service Industries
C,9978802,1,61.94,1,Prospective Customer,>250,Service Industries
C,9978875,1,52.54,1,Prospective Customer,>250,Energy and Natural Resources
C,9979022,1,327.81,1,Customer,>250,Energy and Natural Resources
B,9979117,1,755.08,1,Prospective Customer,>250,Financial Services
B,9979362,1,7410.17,1,Consultant,<50,Discrete Industries
A,38,1,7050.0,1,Prospective Customer,250>x>50,Public Services
C,9978102,1,365.16,1,Consultant,250>x>50,Consumer Industries
C,9978223,1,421.36,1,Prospective Customer,250>x>50,Consumer Industries
C,9978906,1,61.02,1,Customer,>250,Energy and Natural Resources
C,9979227,1,49.58,1,Prospective Customer,<50,Discrete Industries
C,9979487,1,419.49,1,Prospective Customer,<50,Service Industries
B,21,1,419.49,1,Customer,250>x>50,Service Industries
B,22,1,844.1600000000001,1,Customer,250>x>50,Service Industries
C,23,1,479.0,1,Customer,<50,Service Industries
C,24,1,419.49,1,Customer,<50,Service Industries
C,25,1,557.3299999999999,1,Customer,<50,Service Industries
C,26,1,714.14,1,Customer,<50,Service Industries
A,27,1,3600.1099999999997,1,Customer,250>x>50,Service Industries
A,9977931,1,11949.67,1,Customer,250>x>50,Consumer Industries
B,9978139,1,1800.0,1,Customer,250>x>50,Consumer Industries
C,9978228,1,50.0,1,Customer,250>x>50,Consumer Industries
C,9979313,1,419.49,1,Customer,<50,Discrete Industries
C,9979413,1,419.49,1,Customer,<50,Discrete Industries
C,9977910,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978004,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978015,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978038,1,405.74,1,Consultant,250>x>50,Consumer Industries
C,9978286,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978336,1,365.16,1,Customer,250>x>50,Consumer Industries
B,9978693,1,629.06,1,Customer,250>x>50,Service Industries
B,9978745,1,400.0,1,Customer,250>x>50,Service Industries
C,9978848,1,755.08,1,Customer,>250,Energy and Natural Resources
C,9978903,1,25.0,1,Consultant,>250,Energy and Natural Resources
C,9978921,1,327.81,1,Consultant,>250,Energy and Natural Resources
C,9979402,1,419.49,1,Customer,<50,Discrete Industries
C,9978039,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978481,1,500.0,1,Customer,250>x>50,Service Industries
C,9978605,1,240.0,1,Prospective Customer,250>x>50,Service Industries
B,9978646,1,479.0,1,Consultant,250>x>50,Service Industries
C,9978851,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9978904,1,150.0,1,Customer,>250,Energy and Natural Resources
C,9978932,1,45.76,1,Consultant,>250,Energy and Natural Resources
C,9978974,1,196.0,1,Prospective Customer,>250,Energy and Natural Resources
B,9979085,1,419.49,1,Customer,>250,Financial Services
C,9979325,1,419.49,1,Customer,<50,Discrete Industries
C,9979478,1,365.16,1,Customer,<50,Service Industries
C,9979490,1,419.49,1,Prospective Customer,<50,Service Industries
C,19,1,419.49,1,Customer,<50,Service Industries
C,9978100,1,419.49,1,Press/Analyst,250>x>50,Consumer Industries
C,9978465,1,120.0,1,Consultant,250>x>50,Service Industries
C,9978489,1,53.39,1,Customer,250>x>50,Service Industries
C,9978600,1,75.0,1,Customer,250>x>50,Service Industries
C,9978835,1,60.0,1,Prospective Customer,>250,Energy and Natural Resources
B,9978909,1,1800.0,1,Customer,>250,Energy and Natural Resources
C,9978946,1,755.08,1,Customer,>250,Energy and Natural Resources
C,9978968,1,277.05,1,Customer,>250,Energy and Natural Resources
B,9979123,1,419.49,1,Customer,>250,Financial Services
C,9979351,1,53.39,1,Customer,<50,Discrete Industries
C,20,1,419.49,1,Customer,<50,Service Industries
A,9978093,1,7050.0,1,Consultant,250>x>50,Consumer Industries
C,9978210,1,675.0,1,Customer,250>x>50,Consumer Industries
C,9978346,1,53.39,1,Customer,250>x>50,Consumer Industries
B,9978458,1,419.49,1,Customer,250>x>50,Service Industries
B,9978550,1,755.08,1,Consultant,250>x>50,Service Industries
C,9978580,1,406.01,1,Press/Analyst,250>x>50,Service Industries
C,9978706,1,32.48,1,Prospective Customer,250>x>50,Service Industries
C,9978868,1,324.03,1,Customer,>250,Energy and Natural Resources
B,9979091,1,450.0,1,Customer,>250,Financial Services
C,9979172,1,162.02,1,Customer,>250,Financial Services
C,9979302,1,419.49,1,Customer,<50,Discrete Industries
C,9979319,1,419.49,1,Consultant,<50,Discrete Industries
C,9979329,1,215.38,1,Customer,<50,Discrete Industries
C,9979346,1,42.38,1,Customer,<50,Discrete Industries
C,9979400,1,749.03,1,Customer,<50,Discrete Industries
C,9977972,1,327.81,1,Customer,250>x>50,Consumer Industries
B,9978529,1,419.49,1,Customer,250>x>50,Service Industries
C,9978651,1,39.0,1,Customer,250>x>50,Service Industries
B,9979130,1,499.0,1,Prospective Customer,>250,Financial Services
C,9979342,1,1510.17,1,Customer,<50,Discrete Industries
A,9977920,1,11949.67,1,Customer,250>x>50,Consumer Industries
C,9978051,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978182,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978086,1,56.13,1,Customer,250>x>50,Consumer Industries
C,9979479,1,419.49,1,Customer,<50,Service Industries
C,9978014,1,391.45,1,Customer,250>x>50,Consumer Industries
C,9978049,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978158,1,49.0,1,Consultant,250>x>50,Consumer Industries
A,9978201,1,3600.0,1,Customer,250>x>50,Consumer Industries
B,9978498,1,419.49,1,Customer,250>x>50,Service Industries
B,9978645,1,504.24,1,Customer,250>x>50,Service Industries
C,9978876,1,327.81,1,Customer,>250,Energy and Natural Resources
C,9978918,1,479.0,1,Customer,>250,Energy and Natural Resources
C,9979214,1,293.09,1,Prospective Customer,>250,Energy and Natural Resources
C,9979365,1,419.49,1,Customer,<50,Discrete Industries
C,9977958,1,194.32,1,Customer,250>x>50,Consumer Industries
C,9978036,1,250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978104,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978317,1,250.0,1,Customer,250>x>50,Consumer Industries
B,9978464,1,419.49,1,Customer,250>x>50,Service Industries
B,9978490,1,567.0,1,Customer,250>x>50,Service Industries
B,9978692,1,588.0,1,Prospective Customer,250>x>50,Service Industries
C,9978939,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9978988,1,106.78,1,Customer,>250,Energy and Natural Resources
C,9979031,1,19.5,1,Customer,>250,Energy and Natural Resources
C,9979432,1,377.54,1,Customer,<50,Discrete Industries
C,9979500,1,419.49,1,Customer,<50,Service Industries
C,9978001,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978993,1,1105.13,1,Consultant,>250,Energy and Natural Resources
C,9979455,1,45.76,1,Customer,<50,Service Industries
C,9977993,1,588.08,1,Customer,250>x>50,Consumer Industries
C,9978073,1,358.47,1,Consultant,250>x>50,Consumer Industries
C,9979196,1,45.76,1,Customer,>250,Energy and Natural Resources
C,9978353,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978471,1,419.49,1,Customer,250>x>50,Service Industries
A,9978517,1,1800.0,1,Consultant,250>x>50,Service Industries
B,9979184,1,419.49,1,Consultant,>250,Financial Services
C,9978010,1,116.95,1,Customer,250>x>50,Consumer Industries
C,9978079,1,421.36,1,Customer,250>x>50,Consumer Industries
C,9978084,1,391.72,1,Customer,250>x>50,Consumer Industries
C,9978864,1,365.16,1,Customer,>250,Energy and Natural Resources
C,9979003,1,250.0,1,Customer,>250,Energy and Natural Resources
B,3,1,1752.27,1,Prospective Customer,250>x>50,Consumer Industries
C,9978131,1,415.35,1,Press/Analyst,250>x>50,Consumer Industries
B,9978607,1,419.49,1,Investor/Shareholder,250>x>50,Service Industries
A,9978700,1,3019.49,1,Customer,250>x>50,Service Industries
C,9978923,1,39.0,1,Customer,>250,Energy and Natural Resources
C,9979015,1,23.29,1,Consultant,>250,Energy and Natural Resources
C,9979195,1,588.0,1,Prospective Customer,>250,Energy and Natural Resources
C,4,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
A,9977929,1,11949.67,1,Customer,250>x>50,Consumer Industries
B,9977966,1,943.59,1,Prospective Customer,250>x>50,Consumer Industries
C,9979101,1,39.0,1,Customer,>250,Financial Services
